EmployeeID,Age,Gender,MaritalStatus,City,Education,Department,JobRole,MonthlyIncome,YearsAtCompany,NumCompaniesWorked,DistanceFromHome_km,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,Attrition
EMP01238,33,Male,Married,Mumbai,Doctor,Sales,Sales Executive,105764,3,7,3,No,1,2,3,3,Yes
EMP01239,49,Female,Single,Bangalore,Master,Finance,Finance Manager,176956,17,1,11,No,4,2,3,0,No
EMP01240,36,Male,Married,Delhi,Doctor,Sales,Sales Manager,181255,8,3,6,No,4,3,4,4,No
EMP01241,27,Female,Single,Delhi,Bachelor,Marketing,Brand Manager,133036,16,7,3,Yes,1,2,4,3,Yes
EMP01242,41,Female,Single,Pune,Master,Marketing,Brand Manager,175331,12,4,24,No,1,2,4,5,No
EMP01243,35,Male,Divorced,Bangalore,Bachelor,Marketing,Brand Manager,192031,14,6,11,Yes,1,1,3,2,Yes
EMP01244,23,Female,Single,Pune,Bachelor,Engineering,QA Engineer,141525,19,5,15,No,1,1,3,2,No
EMP01245,30,Male,Single,Bangalore,Bachelor,Sales,Account Manager,189529,16,6,13,Yes,2,3,3,2,No
EMP01246,41,Male,Married,Bangalore,Bachelor,Marketing,Marketing Analyst,110679,12,6,20,No,2,3,3,3,Yes
EMP01247,47,Male,Married,Pune,Bachelor,Engineering,Software Engineer,150829,15,2,28,Yes,1,2,3,2,Yes
EMP01248,50,Male,Married,Bangalore,Bachelor,Marketing,Marketing Analyst,153216,3,1,10,Yes,4,1,3,5,No
EMP01249,22,Male,Married,Chennai,Below College,Marketing,Brand Manager,158175,4,1,6,No,2,3,3,3,Yes
EMP01250,56,Female,Married,Mumbai,Master,Operations,Process Executive,90901,4,6,15,Yes,4,3,3,2,No
EMP01251,27,Female,Single,Bangalore,Bachelor,Engineering,Product Analyst,172175,8,4,25,No,3,4,3,0,No
EMP01252,26,Male,Married,Chennai,College,Engineering,Software Engineer,123046,16,1,18,No,4,3,3,0,No
EMP01253,54,Female,Married,Bangalore,Bachelor,Operations,Operations Analyst,115012,12,6,18,No,1,2,3,1,Yes
EMP01254,35,Female,Married,Chennai,College,Engineering,Data Analyst,103278,1,1,7,No,3,1,3,2,Yes
EMP01255,33,Female,Single,Pune,Master,Sales,Sales Executive,37391,12,4,15,No,2,3,3,2,No
EMP01256,41,Female,Single,Delhi,College,HR,Recruiter,127476,18,5,18,Yes,2,4,3,3,Yes
EMP01257,45,Male,Married,Hyderabad,Master,Marketing,Brand Manager,184973,2,7,18,No,3,1,4,3,Yes
EMP01258,55,Male,Married,Bangalore,Below College,Finance,Finance Analyst,145721,9,6,20,No,4,3,3,2,No
EMP01259,46,Female,Married,Hyderabad,Bachelor,HR,HR Manager,122537,1,3,9,No,2,4,4,1,Yes
EMP01260,50,Male,Married,Bangalore,Master,Sales,Sales Executive,106159,12,3,24,Yes,1,3,3,2,No
EMP01261,52,Male,Single,Pune,Master,HR,HR Manager,156040,18,6,2,No,3,1,3,5,No
EMP01262,44,Male,Married,Pune,College,Marketing,Brand Manager,194509,16,2,8,No,1,1,3,3,No
EMP01263,41,Male,Married,Chennai,Master,Sales,Sales Executive,60503,13,5,20,No,3,1,3,2,No
EMP01264,44,Male,Divorced,Bangalore,Bachelor,Engineering,Software Engineer,100403,11,2,2,No,2,2,3,3,Yes
EMP01265,37,Male,Single,Pune,Master,Operations,Operations Manager,197330,11,7,11,Yes,4,3,3,2,Yes
EMP01266,29,Male,Married,Pune,Master,Finance,Finance Manager,189796,10,3,26,No,3,2,3,4,No
EMP01267,42,Female,Married,Bangalore,Master,Finance,Finance Analyst,89286,6,4,7,No,3,1,3,3,No
EMP01268,22,Male,Single,Chennai,Doctor,Finance,Finance Analyst,99842,3,6,6,No,1,4,3,1,Yes
EMP01269,29,Male,Married,Chennai,Bachelor,Engineering,Software Engineer,129927,18,7,10,No,2,3,3,4,No
EMP01270,50,Male,Single,Chennai,Master,Engineering,Software Engineer,39908,0,1,5,Yes,1,2,3,5,Yes
EMP01271,53,Male,Divorced,Chennai,Bachelor,Operations,Operations Analyst,62228,2,3,11,No,2,3,3,2,No
EMP01272,26,Male,Married,Delhi,Below College,Operations,Operations Analyst,48386,12,5,1,No,1,4,3,5,No
EMP01273,43,Male,Single,Bangalore,Below College,Operations,Operations Manager,53302,14,3,2,No,3,2,3,3,Yes
EMP01274,55,Male,Single,Delhi,College,Marketing,Brand Manager,85815,1,5,24,No,1,1,3,4,No
EMP01275,22,Female,Married,Pune,Master,Engineering,QA Engineer,88344,10,5,1,Yes,4,2,3,5,Yes
EMP01276,47,Male,Married,Delhi,Bachelor,Engineering,Data Analyst,191690,3,6,19,No,2,3,4,1,No
EMP01277,31,Male,Married,Chennai,Bachelor,Operations,Operations Manager,136603,18,5,2,Yes,2,3,3,3,No
EMP01278,51,Male,Single,Pune,Below College,Finance,Finance Analyst,86114,16,2,21,No,3,3,3,4,No
EMP01279,39,Female,Married,Delhi,Bachelor,Finance,Finance Analyst,50525,2,7,20,No,2,3,3,5,Yes
EMP01280,38,Female,Single,Delhi,Master,Operations,Operations Manager,104818,17,4,29,No,4,1,3,4,No
EMP01281,47,Female,Married,Bangalore,Bachelor,Operations,Operations Analyst,139589,7,3,23,No,1,2,3,4,No
EMP01282,29,Male,Married,Delhi,Master,Engineering,QA Engineer,170406,18,4,21,No,3,1,3,5,No
EMP01283,33,Male,Married,Pune,Master,Engineering,Product Analyst,119715,4,7,24,No,4,1,3,0,No
EMP01284,48,Male,Married,Chennai,Master,Sales,Sales Manager,31644,6,1,4,No,2,1,3,2,Yes
EMP01285,29,Female,Single,Bangalore,Bachelor,HR,HR Manager,126154,7,7,12,Yes,2,3,3,3,No
EMP01286,46,Male,Single,Delhi,Master,Sales,Sales Manager,189005,4,3,22,Yes,4,3,3,3,No
EMP01287,25,Female,Married,Bangalore,Bachelor,Engineering,QA Engineer,68469,16,4,20,Yes,1,3,3,3,No
EMP01288,54,Female,Married,Hyderabad,Master,Engineering,Data Analyst,189759,4,4,18,No,1,2,3,4,Yes
EMP01289,22,Female,Married,Bangalore,Bachelor,Engineering,Data Analyst,131609,3,6,1,Yes,3,4,4,5,No
EMP01290,40,Male,Married,Chennai,Bachelor,HR,HR Manager,173447,18,6,1,No,2,3,3,2,No
EMP01291,52,Female,Divorced,Hyderabad,College,Sales,Sales Executive,90206,1,7,24,No,4,2,3,1,No
EMP01292,37,Male,Married,Hyderabad,Master,Sales,Sales Executive,121462,10,7,14,No,1,3,3,3,Yes
EMP01293,35,Male,Married,Bangalore,Bachelor,Operations,Process Executive,192679,12,1,4,No,3,3,4,5,No
EMP01294,26,Male,Single,Pune,Bachelor,Engineering,Software Engineer,108178,14,5,5,No,2,1,3,2,No
EMP01295,47,Female,Single,Chennai,Bachelor,Sales,Account Manager,180065,11,3,11,Yes,2,1,3,2,Yes
EMP01296,49,Male,Married,Pune,Master,Engineering,Product Analyst,111724,10,6,24,No,3,1,3,0,No
EMP01297,23,Male,Married,Chennai,Master,Operations,Operations Analyst,121393,6,3,28,No,3,2,3,5,No
EMP01298,27,Male,Married,Chennai,Bachelor,Sales,Sales Executive,152314,4,1,23,Yes,1,4,3,3,No
EMP01299,30,Female,Single,Pune,Master,HR,Recruiter,101312,16,6,13,No,4,4,3,4,No
EMP01300,54,Female,Married,Mumbai,Bachelor,Sales,Sales Manager,100324,19,6,16,No,2,2,4,2,No
EMP01301,46,Female,Single,Hyderabad,Bachelor,Sales,Account Manager,96196,8,5,24,No,4,3,3,2,Yes
EMP01302,34,Male,Married,Bangalore,Master,Engineering,Data Analyst,95014,13,3,13,Yes,2,2,3,1,No
EMP01303,30,Male,Single,Pune,College,Engineering,Software Engineer,164282,11,3,24,No,2,3,3,0,Yes
EMP01304,34,Male,Single,Pune,Bachelor,Finance,Finance Manager,166994,5,3,22,Yes,4,2,3,2,No
EMP01305,52,Male,Single,Bangalore,Bachelor,Finance,Finance Analyst,192361,16,5,26,Yes,3,2,4,2,No
EMP01306,32,Female,Single,Hyderabad,Bachelor,Marketing,Marketing Analyst,58340,18,6,2,No,1,2,3,4,No
EMP01307,25,Male,Married,Bangalore,Bachelor,Engineering,Software Engineer,64850,18,1,16,No,2,4,3,4,No
EMP01308,55,Male,Single,Chennai,Bachelor,Engineering,Software Engineer,138711,15,3,6,No,3,1,3,1,No
EMP01309,25,Male,Single,Mumbai,College,Operations,Process Executive,36094,11,4,14,Yes,2,2,3,5,No
EMP01310,40,Female,Married,Chennai,Bachelor,Engineering,Data Analyst,112959,11,5,1,No,1,4,3,1,No
EMP01311,27,Male,Married,Mumbai,Bachelor,Engineering,QA Engineer,189490,19,2,17,No,2,1,4,1,No
EMP01312,55,Male,Single,Bangalore,Bachelor,Sales,Sales Executive,30741,5,1,11,Yes,1,1,4,4,Yes
EMP01313,39,Female,Single,Chennai,College,Sales,Account Manager,136585,3,4,19,No,1,2,3,5,No
EMP01314,34,Male,Divorced,Hyderabad,Master,Marketing,Marketing Analyst,147564,5,3,3,Yes,2,3,3,4,Yes
EMP01315,44,Female,Married,Chennai,Bachelor,Operations,Process Executive,93798,10,2,11,No,2,3,3,0,Yes
EMP01316,40,Male,Married,Pune,Master,Finance,Finance Manager,141026,0,1,29,No,1,3,4,3,Yes
EMP01317,32,Female,Married,Mumbai,Master,Engineering,Software Engineer,135130,14,5,5,Yes,3,2,3,3,Yes
EMP01318,22,Male,Single,Mumbai,Master,Sales,Account Manager,47164,10,2,17,Yes,4,3,3,0,No
EMP01319,45,Male,Single,Hyderabad,Bachelor,Sales,Sales Executive,191667,18,6,26,Yes,1,4,3,3,No
EMP01320,28,Female,Married,Mumbai,Bachelor,Engineering,QA Engineer,55257,17,7,22,Yes,2,4,3,5,No
EMP01321,46,Male,Married,Mumbai,Bachelor,Engineering,Product Analyst,170283,16,2,7,No,2,4,4,4,No
EMP01322,42,Male,Single,Hyderabad,Master,Finance,Accountant,120989,18,7,10,No,3,4,3,3,No
EMP01323,36,Male,Married,Chennai,Bachelor,Finance,Finance Analyst,161304,13,4,28,Yes,4,1,3,5,No
EMP01324,22,Female,Single,Bangalore,Master,Engineering,Product Analyst,77691,17,1,29,Yes,1,4,3,4,Yes
EMP01325,33,Male,Single,Chennai,Master,Marketing,Marketing Analyst,104768,18,4,11,No,1,3,3,5,No
EMP01326,28,Female,Single,Pune,Bachelor,Finance,Accountant,181685,14,4,3,No,4,2,3,0,No
EMP01327,36,Female,Single,Pune,College,HR,HR Manager,39026,14,3,20,Yes,1,3,3,1,No
EMP01328,42,Female,Divorced,Mumbai,Master,HR,HR Executive,55908,3,5,10,Yes,4,4,3,0,No
EMP01329,40,Male,Married,Pune,Bachelor,Engineering,Product Analyst,44610,6,2,27,No,2,1,3,3,No
EMP01330,50,Male,Single,Bangalore,Below College,Sales,Sales Manager,88185,12,1,10,Yes,4,4,3,4,Yes
EMP01331,46,Female,Divorced,Mumbai,Master,Engineering,Product Analyst,97567,2,6,14,Yes,1,2,3,5,Yes
EMP01332,54,Male,Married,Pune,Bachelor,Operations,Operations Analyst,61182,15,5,12,No,4,3,3,3,No
EMP01333,53,Male,Married,Delhi,Master,Sales,Sales Executive,141136,8,5,15,No,3,2,3,3,No
EMP01334,56,Male,Divorced,Delhi,Master,Sales,Sales Manager,156642,7,1,10,No,2,2,3,1,No
EMP01335,47,Male,Single,Delhi,Master,Sales,Account Manager,44288,19,5,10,No,2,2,3,3,Yes
EMP01336,32,Male,Married,Delhi,Bachelor,Sales,Account Manager,103824,12,3,26,No,4,3,3,1,No
EMP01337,56,Male,Married,Chennai,Bachelor,Operations,Operations Analyst,185949,16,5,19,Yes,1,4,3,4,No
EMP01338,29,Female,Married,Delhi,Bachelor,Finance,Finance Analyst,109425,16,3,1,No,3,2,4,4,No
EMP01339,35,Male,Married,Mumbai,Bachelor,Engineering,Data Analyst,25917,16,2,24,Yes,2,3,3,5,Yes
EMP01340,31,Male,Single,Hyderabad,Bachelor,Sales,Account Manager,100602,0,2,29,Yes,2,1,3,1,Yes
EMP01341,23,Male,Married,Chennai,Bachelor,Engineering,Product Analyst,89575,7,4,26,No,1,3,3,0,Yes
EMP01342,30,Male,Single,Hyderabad,Bachelor,Engineering,Data Analyst,97518,18,3,10,No,1,1,3,4,No
EMP01343,24,Male,Single,Mumbai,Bachelor,Sales,Sales Manager,64104,5,6,2,No,3,3,4,5,Yes
EMP01344,42,Female,Single,Mumbai,Master,Engineering,Software Engineer,174134,2,2,17,No,4,4,3,0,No
EMP01345,47,Female,Divorced,Bangalore,Bachelor,Engineering,Data Analyst,41999,4,5,24,Yes,1,2,4,4,No
EMP01346,29,Male,Single,Chennai,Below College,HR,HR Manager,166013,12,1,7,Yes,4,4,3,4,Yes
EMP01347,23,Male,Married,Hyderabad,Master,Finance,Accountant,86169,14,1,7,No,3,3,4,5,No
EMP01348,27,Male,Married,Delhi,Doctor,Sales,Sales Executive,179542,13,7,20,No,4,2,4,5,No
EMP01349,49,Female,Divorced,Mumbai,Bachelor,Engineering,QA Engineer,154744,15,3,27,No,2,1,4,2,Yes
EMP01350,50,Female,Single,Delhi,College,HR,Recruiter,135684,17,6,9,No,4,3,3,3,No
EMP01351,47,Female,Married,Hyderabad,Bachelor,Engineering,Product Analyst,84821,10,4,22,No,3,2,3,3,No
EMP01352,46,Male,Married,Chennai,Master,Operations,Process Executive,160601,2,5,2,No,3,1,3,0,No
EMP01353,33,Female,Married,Pune,Master,Finance,Finance Manager,37192,9,3,14,Yes,3,1,3,3,No
EMP01354,26,Male,Married,Pune,Master,Sales,Account Manager,99102,9,7,17,No,4,4,4,0,No
EMP01355,55,Male,Married,Mumbai,Bachelor,Sales,Sales Executive,139894,15,1,1,No,2,3,3,4,No
EMP01356,36,Female,Divorced,Bangalore,Bachelor,Finance,Finance Manager,111795,11,3,9,Yes,1,1,4,2,No
EMP01357,57,Female,Married,Delhi,College,Sales,Account Manager,190159,1,5,20,No,2,2,3,2,No
EMP01358,36,Male,Single,Mumbai,Master,HR,HR Manager,91677,8,6,21,Yes,4,1,3,4,No
EMP01359,44,Male,Married,Bangalore,Master,Marketing,Digital Marketing Executive,160699,2,6,19,No,4,1,3,5,Yes
EMP01360,27,Male,Married,Delhi,Doctor,HR,HR Executive,159327,14,2,4,Yes,1,4,3,1,No
EMP01361,42,Male,Married,Hyderabad,Bachelor,Engineering,Data Analyst,161285,2,5,28,No,4,4,3,1,No
EMP01362,44,Male,Married,Pune,Below College,Finance,Accountant,127412,18,7,8,Yes,3,2,3,3,No
EMP01363,37,Female,Single,Bangalore,Bachelor,Engineering,Software Engineer,44404,17,2,13,No,3,4,4,5,No
EMP01364,36,Female,Married,Delhi,Master,Engineering,Software Engineer,141545,7,2,4,Yes,3,1,3,0,Yes
EMP01365,46,Female,Married,Mumbai,Master,Marketing,Digital Marketing Executive,181452,16,2,9,Yes,3,1,3,2,No
EMP01366,57,Female,Married,Delhi,Bachelor,Engineering,Data Analyst,175245,7,3,9,No,3,4,3,3,No
EMP01367,32,Male,Single,Mumbai,Bachelor,Marketing,Brand Manager,48989,6,7,22,No,4,1,3,4,No
EMP01368,36,Female,Married,Pune,Bachelor,Marketing,Brand Manager,133106,6,1,18,Yes,1,1,3,5,Yes
EMP01369,25,Male,Married,Pune,Bachelor,Sales,Account Manager,49519,2,6,12,Yes,1,2,3,2,No
EMP01370,42,Male,Single,Delhi,Master,Sales,Sales Executive,47439,0,3,10,No,3,4,3,0,No
EMP01371,34,Male,Single,Delhi,Bachelor,Sales,Account Manager,143570,3,1,11,No,4,1,3,0,No
EMP01372,43,Male,Divorced,Mumbai,Master,Sales,Sales Manager,39995,4,6,7,No,2,4,3,1,Yes
EMP01373,40,Female,Single,Mumbai,Bachelor,Sales,Sales Executive,48559,0,7,9,Yes,2,2,4,3,No
EMP01374,55,Female,Divorced,Bangalore,Master,Finance,Finance Manager,114049,14,7,6,No,4,4,3,4,No
EMP01375,35,Male,Single,Bangalore,Bachelor,Sales,Account Manager,161093,4,5,19,Yes,3,1,3,2,No
EMP01376,25,Female,Married,Bangalore,Master,Engineering,Product Analyst,123000,12,6,16,Yes,1,4,3,0,Yes
EMP01377,48,Male,Married,Delhi,Bachelor,Operations,Process Executive,177191,7,6,15,No,4,1,3,2,No
EMP01378,50,Female,Married,Chennai,Bachelor,Sales,Sales Manager,64350,7,7,7,No,2,1,3,4,Yes
EMP01379,49,Male,Married,Chennai,Bachelor,Operations,Operations Manager,50517,4,6,16,No,2,1,3,2,No
EMP01380,56,Male,Married,Chennai,Bachelor,Engineering,Software Engineer,178322,8,4,5,Yes,2,2,3,3,Yes
EMP01381,29,Male,Married,Chennai,Bachelor,Sales,Sales Executive,114132,0,5,16,No,3,4,3,1,No
EMP01382,37,Female,Single,Bangalore,Bachelor,Finance,Finance Manager,84546,3,3,1,No,2,2,3,2,No
EMP01383,57,Male,Married,Delhi,Doctor,HR,HR Manager,130686,2,3,19,No,4,4,3,5,No
EMP01384,51,Female,Single,Chennai,Bachelor,Operations,Operations Manager,113151,1,1,5,Yes,4,2,3,1,No
EMP01385,39,Male,Married,Pune,Master,Finance,Finance Analyst,28327,7,3,7,Yes,2,3,3,4,No
EMP01386,23,Female,Single,Hyderabad,Doctor,Operations,Operations Analyst,145318,8,2,19,No,4,1,3,1,Yes
EMP01387,34,Female,Single,Pune,Below College,Engineering,Product Analyst,185840,1,6,22,No,2,1,3,2,No
EMP01388,25,Male,Married,Delhi,Master,Sales,Sales Executive,198860,13,3,5,Yes,2,2,3,2,Yes
EMP01389,47,Male,Single,Delhi,Bachelor,Operations,Process Executive,140945,13,1,29,No,1,3,3,5,Yes
EMP01390,46,Female,Single,Hyderabad,Below College,Operations,Operations Manager,71830,3,1,17,Yes,3,1,3,0,Yes
EMP01391,51,Female,Married,Mumbai,Bachelor,Marketing,Marketing Analyst,77446,5,2,26,No,3,4,4,5,No
EMP01392,32,Female,Married,Mumbai,Master,Engineering,QA Engineer,171232,10,1,22,Yes,1,2,3,2,Yes
EMP01393,28,Male,Married,Mumbai,Below College,Engineering,QA Engineer,190070,2,7,8,No,1,1,3,1,No
EMP01394,52,Male,Married,Bangalore,Bachelor,Operations,Process Executive,183302,7,4,29,No,3,1,3,5,No
EMP01395,31,Female,Single,Mumbai,Bachelor,Engineering,Software Engineer,165148,2,7,29,Yes,2,2,3,5,Yes
EMP01396,34,Male,Married,Bangalore,Master,Marketing,Marketing Analyst,94341,13,6,1,No,2,2,3,0,No
EMP01397,52,Male,Single,Bangalore,College,Operations,Operations Analyst,56085,12,6,2,No,3,4,3,2,Yes
EMP01398,28,Male,Married,Mumbai,Master,Engineering,Data Analyst,80571,12,6,15,No,2,4,3,2,No
EMP01399,57,Female,Divorced,Mumbai,Master,Operations,Process Executive,170787,1,5,20,No,1,1,4,4,Yes
EMP01400,41,Female,Married,Hyderabad,Master,Operations,Operations Analyst,153308,12,3,28,Yes,2,1,3,0,Yes
EMP01401,25,Male,Married,Chennai,Master,Sales,Sales Manager,30750,18,4,18,Yes,2,2,3,4,No
EMP01402,28,Male,Single,Hyderabad,Master,Marketing,Digital Marketing Executive,138931,5,3,11,Yes,4,1,3,4,No
EMP01403,22,Male,Married,Bangalore,Below College,Engineering,Data Analyst,103768,15,4,25,Yes,4,1,3,4,Yes
EMP01404,34,Male,Married,Hyderabad,Bachelor,Operations,Operations Manager,60903,1,3,10,Yes,4,2,3,3,No
EMP01405,43,Male,Single,Bangalore,Bachelor,Engineering,Data Analyst,188165,7,2,24,Yes,2,1,3,4,Yes
EMP01406,42,Female,Single,Delhi,Bachelor,Operations,Operations Analyst,116036,16,7,24,No,3,1,3,5,No
EMP01407,43,Male,Married,Bangalore,Bachelor,Engineering,Product Analyst,112954,1,1,4,No,1,3,3,1,No
EMP01408,49,Male,Married,Bangalore,Bachelor,Sales,Sales Manager,190386,9,1,5,Yes,2,4,3,5,Yes
EMP01409,30,Female,Married,Hyderabad,Bachelor,Marketing,Marketing Analyst,108014,15,7,4,Yes,3,2,3,5,Yes
EMP01410,47,Male,Divorced,Chennai,Doctor,Sales,Sales Manager,191251,5,2,13,No,2,3,4,2,Yes
EMP01411,30,Male,Single,Delhi,College,Engineering,Data Analyst,142305,1,4,25,Yes,1,4,3,3,Yes
EMP01412,36,Male,Married,Pune,Master,Marketing,Digital Marketing Executive,181410,1,7,13,Yes,2,4,3,4,Yes
EMP01413,31,Male,Married,Pune,Bachelor,Marketing,Marketing Analyst,57101,12,5,18,Yes,1,4,3,2,No
EMP01414,45,Female,Single,Chennai,Master,HR,Recruiter,27775,14,4,29,No,2,3,3,0,No
EMP01415,29,Male,Married,Pune,Master,Finance,Finance Analyst,136497,1,1,27,No,1,3,3,0,Yes
EMP01416,45,Male,Single,Delhi,Bachelor,Engineering,Product Analyst,70619,6,5,24,No,2,4,3,2,No
EMP01417,37,Female,Single,Mumbai,Bachelor,Engineering,QA Engineer,175611,2,3,2,No,1,1,3,1,No
EMP01418,47,Female,Single,Delhi,Bachelor,Engineering,Data Analyst,82124,7,5,16,No,4,1,3,2,No
EMP01419,48,Male,Divorced,Hyderabad,Bachelor,Finance,Finance Analyst,90149,13,4,1,No,2,3,3,2,No
EMP01420,25,Male,Married,Bangalore,Master,Operations,Operations Analyst,51616,6,2,26,No,2,3,3,3,No
EMP01421,45,Female,Married,Bangalore,Master,Operations,Operations Analyst,193171,6,3,19,No,3,3,3,0,No
EMP01422,40,Male,Single,Hyderabad,College,Operations,Operations Manager,86799,0,4,9,Yes,3,4,3,0,Yes
EMP01423,57,Female,Married,Hyderabad,College,Sales,Sales Executive,115221,16,3,28,Yes,1,1,4,4,Yes
EMP01424,31,Female,Married,Bangalore,Bachelor,Engineering,Data Analyst,139879,8,5,3,No,2,3,3,5,No
EMP01425,46,Female,Divorced,Chennai,College,Sales,Account Manager,50479,12,1,25,No,1,3,4,2,Yes
EMP01426,39,Male,Married,Mumbai,Master,Engineering,Product Analyst,124165,18,4,7,No,4,2,3,2,No
EMP01427,40,Male,Married,Mumbai,College,Engineering,QA Engineer,80863,18,2,29,No,3,4,3,1,No
EMP01428,57,Female,Single,Mumbai,Bachelor,Operations,Process Executive,198115,16,7,10,No,1,2,3,0,No
EMP01429,31,Male,Married,Hyderabad,Below College,Engineering,Data Analyst,107569,9,5,1,Yes,1,1,3,1,Yes
EMP01430,54,Male,Married,Bangalore,Bachelor,Sales,Sales Manager,171480,9,4,10,No,3,2,3,3,No
EMP01431,26,Male,Divorced,Chennai,Master,Sales,Sales Executive,41351,3,2,21,No,2,2,3,4,No
EMP01432,56,Male,Single,Bangalore,Bachelor,Operations,Process Executive,160203,7,4,9,No,1,2,3,1,Yes
EMP01433,55,Female,Single,Bangalore,Doctor,HR,HR Executive,69825,19,5,28,No,3,4,4,0,No
EMP01434,54,Male,Married,Chennai,Master,Sales,Sales Manager,36349,19,4,15,No,2,1,3,3,No
EMP01435,42,Female,Single,Delhi,Bachelor,Sales,Sales Executive,69254,17,3,15,Yes,4,2,3,2,Yes
EMP01436,38,Male,Single,Chennai,Below College,Finance,Accountant,63225,13,5,3,No,3,4,3,3,No
EMP01437,43,Male,Married,Delhi,Master,Sales,Sales Executive,37453,17,4,25,Yes,1,1,3,5,Yes
EMP01438,36,Male,Married,Pune,Master,Operations,Operations Analyst,174886,13,7,5,No,4,3,3,1,No
EMP01439,56,Female,Married,Delhi,Master,Finance,Accountant,174335,19,1,9,No,2,2,3,0,No
EMP01440,49,Female,Married,Mumbai,College,Sales,Sales Manager,102694,14,4,26,No,2,1,3,1,No
EMP01441,28,Male,Single,Mumbai,Doctor,Sales,Sales Manager,40735,3,3,22,No,3,2,3,2,No
EMP01442,53,Female,Married,Chennai,Bachelor,Marketing,Marketing Analyst,171902,12,2,9,No,3,3,3,2,No
EMP01443,32,Male,Single,Mumbai,Master,Engineering,Data Analyst,72893,7,7,23,No,3,1,4,0,No
EMP01444,31,Female,Divorced,Mumbai,Master,Engineering,Software Engineer,152006,17,2,7,Yes,2,4,3,5,No
EMP01445,30,Female,Married,Pune,Bachelor,Operations,Process Executive,70066,11,7,24,No,4,1,3,4,Yes
EMP01446,35,Female,Married,Mumbai,Master,Marketing,Marketing Analyst,159445,13,2,23,No,2,4,3,3,Yes
EMP01447,34,Female,Single,Hyderabad,Bachelor,Marketing,Brand Manager,166407,1,1,12,No,1,1,4,3,No
EMP01448,46,Male,Married,Hyderabad,Doctor,Operations,Operations Manager,179813,17,3,25,Yes,2,4,3,2,No
EMP01449,23,Male,Single,Hyderabad,Bachelor,Engineering,Product Analyst,35692,1,5,27,No,1,3,4,1,Yes
EMP01450,56,Male,Married,Delhi,Doctor,Sales,Sales Executive,70541,10,2,9,No,4,3,4,1,Yes
EMP01451,28,Male,Married,Chennai,College,Operations,Operations Manager,190129,8,7,6,Yes,3,3,4,5,No
EMP01452,42,Female,Married,Chennai,Master,HR,HR Manager,91983,11,3,23,Yes,3,1,3,4,No
EMP01453,39,Male,Single,Bangalore,Bachelor,Engineering,QA Engineer,175655,16,4,2,Yes,2,3,3,1,Yes
EMP01454,24,Female,Married,Pune,Bachelor,Marketing,Digital Marketing Executive,178837,14,1,9,No,3,2,3,3,No
EMP01455,32,Male,Married,Hyderabad,Bachelor,Sales,Account Manager,179978,16,3,28,No,4,3,3,1,No
EMP01456,45,Male,Single,Hyderabad,Master,Engineering,Product Analyst,145747,17,3,29,No,3,4,3,4,No
EMP01457,40,Female,Married,Mumbai,Bachelor,Sales,Sales Executive,110103,5,5,17,Yes,2,4,3,3,Yes
EMP01458,25,Male,Single,Hyderabad,Bachelor,Engineering,Software Engineer,194302,16,3,1,No,4,4,3,1,Yes
EMP01459,47,Female,Married,Mumbai,Bachelor,Sales,Sales Manager,175592,17,5,19,Yes,1,1,3,3,Yes
EMP01460,53,Male,Married,Mumbai,Doctor,Sales,Sales Executive,50566,7,1,28,No,2,2,3,2,Yes
EMP01461,57,Female,Married,Bangalore,Below College,Sales,Account Manager,98193,8,1,6,No,1,3,3,2,No
EMP01462,54,Male,Married,Delhi,Bachelor,Finance,Accountant,186206,5,4,5,Yes,4,2,3,5,Yes
EMP01463,57,Male,Single,Mumbai,Bachelor,Finance,Finance Analyst,166417,4,5,2,No,2,2,3,2,No
EMP01464,24,Female,Single,Mumbai,Bachelor,HR,HR Executive,146015,11,5,9,Yes,2,4,3,1,Yes
EMP01465,30,Female,Married,Chennai,Bachelor,Marketing,Digital Marketing Executive,197257,10,2,29,No,4,4,4,4,Yes
EMP01466,29,Male,Married,Bangalore,Bachelor,Engineering,QA Engineer,155956,0,2,26,No,3,4,3,3,No
EMP01467,54,Male,Single,Mumbai,Master,Engineering,Product Analyst,95744,10,4,14,No,2,1,3,0,No
EMP01468,27,Male,Married,Pune,Master,Operations,Process Executive,58455,18,1,4,Yes,2,2,3,2,Yes
EMP01469,25,Male,Married,Delhi,Bachelor,Sales,Sales Manager,184090,8,6,4,Yes,1,2,3,2,No
EMP01470,34,Female,Single,Pune,College,Marketing,Brand Manager,79219,1,2,21,No,3,1,3,0,No
EMP01471,23,Female,Married,Hyderabad,Master,Sales,Account Manager,70991,11,3,15,Yes,1,1,3,0,No
EMP01472,26,Male,Single,Delhi,Bachelor,Marketing,Digital Marketing Executive,98616,3,1,8,No,1,1,3,1,No
EMP01473,48,Male,Married,Hyderabad,Master,Sales,Sales Executive,112438,3,6,26,No,3,2,3,3,Yes
EMP01474,53,Female,Single,Chennai,Bachelor,Operations,Operations Manager,141841,17,3,4,Yes,3,2,3,2,No
EMP01475,42,Male,Married,Mumbai,Bachelor,Engineering,Data Analyst,165558,14,7,16,Yes,4,4,3,4,No
EMP01476,29,Female,Married,Bangalore,Bachelor,Marketing,Brand Manager,194934,18,5,21,No,3,4,3,1,Yes
